mob	30	눈먼원숭이왕	137	0	4	23000	1150	2300	0	1000	1	0	0	-
mob	31	천상계소왕	130	0	0	24500	1225	2450	0	1000	1	0	0	-
mob	32	천상계백호왕	131	0	0	30000	1500	3000	0	1000	1	0	0	-
mob	33	가재	169	2	4	56000	2800	5600	-10	1000	560000	0	0	-
mob	34	가재장	169	2	4	58000	2900	5800	-10	1000	580000	0	0	-
mob	35	전갈	172	2	4	60000	3000	6000	-10	1000	600000	0	0	-
mob	36	전갈장	172	15	4	62000	3100	6200	-10	1000	620000	0	0	-
mob	37	서현가재	169	0	4	64000	3200	6400	-10	1000	640000	0	0	-
mob	38	백현재	169	6	4	66000	3300	6600	-10	1000	660000	0	0	-
mob	39	백현장	169	5	4	136000	6800	13600	-10	1000	1360000	0	0	-
mob	40	현랑장	172	5	4	140000	7000	14000	-10	1000	1400000	0	0	-
mob	41	현랑전갈	172	31	4	144000	7200	14400	-25	1000	1440000	0	0	-
mob	42	목각인형	193	5	4	148000	11100	14800	-10	1000	1480000	0	0	-
mob	43	양철인형	193	2	4	152000	11400	15200	-10	1000	1520000	0	0	-
mob	44	에메랄드인형	193	0	4	156000	11700	15600	-10	1000	1560000	0	0	-
mob	45	인형술사	194	10	4	1600000	24000	32000	-25	1000	1600000	0	0	-
mob	46	도깨비	100	0	4	164000	12300	16400	-25	1000	1640000	0	0	-
mob	47	도깨비불	97	0	4	168000	12600	16800	-25	1000	1680000	0	0	-
mob	48	사명비	100	8	4	168000	25200	33600	-25	1000	1680000	0	0	-
mob	49	적명비	100	31	4	172000	25800	34400	-25	1000	1720000	0	0	-
mob	50	자명비	100	7	4	176000	26200	35200	-25	1000	1760000	0	0	-
mob	51	청명비	100	2	4	180000	27000	36000	-25	1000	1800000	0	0	-
mob	52	도깨비왕	186	8	4	3800000	28500	38000	-25	1000	1900000	0	0	-
mob	53	좋은나무	753	0	1	5000000000	0	0	-120	0	0	0	0	-
mob	54	늑대	24	10	4	220000	33000	44000	-25	1000	1	0	0	-
mob	55	청순록	89	2	4	204000	15300	20400	-25	1000	2040000	0	0	-
mob	56	적순록	89	31	4	208000	15600	20800	-25	1000	2080000	0	0	-
mob	57	흑광록	90	28	4	212000	15900	21200	-25	1000	2120000	0	0	-
mob	58	백광록	90	29	4	216000	16200	21600	-25	1000	2160000	0	0	-
mob	59	광록지수	90	7	4	4400000	33000	44000	-25	1000	2200000	0	0	-
mob	60	범증	131	2	4	300000	22500	30000	-25	1000	3000000	0	0	-
mob	61	범수	131	3	4	350000	26250	35000	-25	1000	3500000	0	0	-
mob	62	범천	131	4	4	450000	33750	45000	-25	1000	4500000	0	0	-
mob	63	백호왕	131	0	4	5000000	25000	50000	-50	1000	5000000	0	-50	-
mob	64	수룡	187	8	4	800000	30000	50000	-25	1000	1	0	0	-
mob	65	화룡	187	4	4	800000	40000	50000	-25	1000	1	0	0	-
mob	66	파랑사마귀	99	2	4	480000	36000	48000	-30	1000	4800000	0	0	-
mob	67	우물독거미	98	2	4	520000	39000	52000	-30	1000	5200000	0	0	-
mob	68	만독왕	110	2	4	5600000	42000	56000	-30	1000	5600000	0	0	-
mob	69	일본밀정'검	150	2	4	600000	45000	60000	-30	1000	6000000	0	0	-
mob	70	일본밀정'유	150	13	4	630000	47250	63000	-30	1000	6300000	0	0	-
mob	71	일본밀정'수	150	0	4	660000	49500	66000	-30	1000	6600000	0	0	-
mob	72	일본밀정두목	189	0	4	6900000	103500	138000	-30	1000	6900000	0	0	-
mob	73	몽달귀신	114	0	4	680000	51000	68000	-30	1000	6800000	0	0	-
mob	74	독충	115	0	4	700000	52500	70000	-30	1000	7000000	0	0	-
mob	75	빗자루귀신	112	0	4	720000	54000	72000	-30	1000	7200000	0	0	-
mob	76	처녀귀신	111	0	4	740000	55500	74000	-30	1000	7400000	0	0	-
mob	77	달걀귀신	116	0	4	760000	57000	76000	-30	1000	7600000	0	0	-
mob	78	불귀신	113	0	4	780000	58500	78000	-30	1000	7800000	0	0	-
mob	79	선비평민	992	0	4	800000	60000	80000	-30	1000	8000000	0	0	-
mob	80	선비검객	989	0	4	820000	61500	82000	-30	1000	8200000	0	0	-
mob	81	선비대도독	990	0	4	840000	63000	84000	-30	1000	8400000	0	0	-
mob	82	선비대군장	991	0	4	8600000	64500	86000	-30	1000	8600000	0	0	-
mob	83	눈괴물	117	0	4	880000	66000	88000	-45	1000	8800000	0	0	-
mob	84	북극해골	119	0	4	900000	67500	90000	-45	1000	9000000	0	0	-
mob	85	북극곰	118	0	4	920000	69000	92000	-45	1000	9200000	0	0	-
mob	86	흑토끼	22	10	4	940000	70500	94000	-60	1000	9400000	0	0	-
mob	87	흑다람쥐	26	28	4	960000	72000	96000	-60	1000	9600000	0	0	-
mob	88	흑암사슴	89	28	4	980000	73500	98000	-60	1000	9800000	0	0	-
mob	89	흑숫사슴	90	28	4	1000000	75000	100000	-60	1000	10000000	0	0	-
mob	90	수렴귀	325	0	4	10200000	76500	102000	-60	1000	10200000	0	0	-
mob	91	운랑	326	0	4	10400000	78000	104000	-60	1000	10400000	0	0	-
mob	92	풍석	280	0	4	10600000	79500	106000	-60	1000	10600000	0	0	-
mob	93	폭염귀	324	0	4	10800000	81000	108000	-60	1000	10800000	0	0	-
mob	94	암흑왕	323	0	4	22000000	82500	110000	-60	1000	11000000	0	0	-
mob	95	파석	308	0	1	10000000	0	0	-60	1000	1	0	0	-
mob	96	용겸	109	4	4	1120000	84000	112000	-60	1000	11200000	0	0	-
mob	97	용랑	109	3	4	1140000	85500	114000	-60	1000	11400000	0	0	-
mob	98	용천	109	2	4	1160000	87000	116000	-60	1000	11600000	0	0	-
mob	99	용마	109	1	4	1180000	88500	118000	-60	1000	11800000	0	0	-
mob	100	흑룡	187	10	4	12000000	91500	120000	-60	1000	12000000	0	0	-
mob	101	진룡	187	16	4	12200000	93000	122000	-60	1000	12200000	0	0	-
mob	102	묵룡	187	12	4	12400000	94500	124000	-60	1000	12400000	0	0	-
mob	103	감룡	187	23	4	12600000	96000	126000	-60	1000	12600000	0	0	-
mob	104	건룡	187	1	4	12800000	97500	128000	-60	1000	12800000	0	0	-
mob	105	용왕용마	133	22	4	26000000	99000	130000	-80	1000	13000000	0	0	-
mob	106	용왕용천	133	23	4	26400000	100500	132000	-80	1000	13200000	0	0	-
mob	107	용왕용랑	133	24	4	26800000	102000	134000	-80	1000	13400000	0	0	-
mob	108	용왕용겸	133	25	4	27200000	103500	136000	-80	1000	13600000	0	0	-
mob	109	하수도적	142	0	4	1200000	91500	120000	-60	1000	12000000	0	0	-
mob	110	중수도적	142	31	4	1220000	93000	122000	-60	1000	12200000	0	0	-
mob	111	도적단장	227	25	4	12400000	94500	124000	-60	1000	12400000	0	0	-
mob	112	인면충	244	0	4	45000	3375	4500	-60	1000	450000	0	0	-
mob	113	인면벌	243	0	4	39000	2925	3900	-60	1000	390000	0	0	-
mob	114	문비	228	0	4	105000	7875	10500	-60	1000	1050000	0	0	-
mob	115	박가	229	0	4	120000	9000	12000	-60	1000	1200000	0	0	-
mob	116	왕가	242	0	4	150000	10000	15000	-60	1000	1500000	0	0	-
mob	117	대나무숲	254	0	1	10000	0	0	-60	1000	0	0	0	-
mob	118	귀응	226	0	4	231000	17325	23100	-60	1000	2310000	0	0	-
mob	119	태산	227	0	4	264000	19800	26400	-60	1000	2640000	0	0	-
mob	120	백보	230	0	4	105000	7895	10500	-60	1000	1050000	0	0	-
mob	121	최가	247	0	4	60000	4000	6000	-60	1000	600000	0	0	-
mob	122	청웅	251	0	4	135000	10125	13500	-60	1000	1350000	0	0	-
mob	123	황웅	252	0	4	144000	10800	14400	-60	1000	1440000	0	0	-
mob	124	철보장	233	0	4	600000	40000	60000	-60	1000	6000000	0	0	-
mob	125	뇌랑	234	0	4	450000	33750	45000	-60	1000	4500000	0	0	-
mob	126	천오	235	0	4	660000	44000	66000	-60	1000	6600000	0	0	-
mob	127	독화	236	0	4	1050000	7875	10500	-60	1000	1050000	0	0	-
mob	128	신몽	239	0	4	1500000	10000	15000	-60	1000	1500000	0	0	-
mob	129	엽춘	241	0	4	1650000	12375	16500	-60	1000	1650000	0	0	-
mob	130	조왕	245	0	4	1800000	13500	18000	-60	1000	1800000	0	0	-
mob	131	길림장군	231	0	4	1650000	123750	1650000	-60	1000	16500000	0	0	-
mob	132	중월장군	232	0	4	1500000	100000	1500000	-60	1000	15000000	0	0	-
mob	133	마려	237	0	4	1500000	100000	150000	-60	1000	15000000	0	0	-
mob	134	소천대사	238	0	4	1650000	123750	165000	-60	1000	16500000	0	0	-
mob	135	암령	240	0	4	1500000	100000	150000	-60	1000	15000000	0	0	-
mob	136	야월진랑	246	0	4	1500000	100000	150000	-60	1000	15000000	0	0	-
mob	137	철거인	249	0	4	2400000	180000	240000	-60	1000	24000000	0	0	-
mob	138	북천황	250	0	4	30000000	225000	300000	-80	1000	30000000	0	0	-
mob	139	탈옥수	239	24	4	1260000	94500	126000	-60	1000	12600000	0	0	-
mob	140	중죄수	245	12	4	1280000	96000	128000	-60	1000	12800000	0	0	-
mob	141	대죄수이한	268	20	4	13000000	97500	130000	-60	1000	13000000	0	0	-
mob	142	미로백귀신	258	0	4	1320000	100000	132000	-60	1000	13200000	0	0	-
mob	143	미로흑귀신	259	0	4	1340000	101500	134000	-60	1000	13400000	0	0	-
mob	144	미로궁녀	282	24	4	13600000	103000	136000	-60	1000	13600000	0	0	-
mob	145	동굴새끼지주	568	2	4	1400000	110000	140000	-60	1000	14000000	0	0	-
mob	146	동굴양칼지주	567	1	4	1430000	113000	143000	-60	1000	14300000	0	0	-
mob	147	동굴야광지주	567	21	4	1460000	116000	146000	-60	1000	14600000	0	0	-
mob	148	동굴지주대왕	566	29	4	29200000	119000	149000	-60	1000	14900000	0	0	-
mob	149	두꺼비	287	0	4	1200000	14000	22000	0	1000	1600000	0	0	-
mob	150	일본게	288	0	4	1380000	20000	30000	0	1000	1780000	0	0	-
mob	151	청비	103	0	4	1800000	135000	180000	-60	1000	18000000	0	0	-
mob	152	적비	102	0	4	1950000	146250	195000	-60	1000	19500000	0	0	-
mob	153	흑비	101	0	4	2100000	157500	210000	-60	1000	21000000	0	0	-
mob	154	겁살수	142	2	4	3000000	225000	300000	-60	1000	30000000	0	0	-
mob	155	겁살파수	147	3	4	40000000	300000	400000	-60	1000	40000000	0	0	-
mob	156	겁살파수꾼	156	7	4	45000000	400000	450000	-60	1000	45000000	0	0	-
mob	157	수정달팽이	448	4	4	2300000	172500	230000	-60	1000	23000000	0	0	-
mob	158	맹독해파리	575	1	4	2500000	187500	250000	-60	1000	25000000	0	0	-
mob	159	술사원숭이	587	31	4	54000000	405000	540000	-60	1000	54000000	0	0	-
mob	160	고래	337	0	4	100000000	7500000	1000000	-80	1000	100000000	0	0	-
mob	161	너구리	276	0	4	210000	15750	21000	-60	1000	2100000	0	0	-
mob	162	일본원숭이	269	0	4	230000	17250	23000	-60	1000	2300000	0	0	-
mob	163	은여우	256	0	4	264000	19800	26400	-60	1000	2640000	0	0	-
mob	164	아귀	270	0	4	264000	19800	26400	-60	1000	2640000	0	0	-
mob	165	어전	268	0	4	264000	19800	26400	-60	1000	2640000	0	0	-
mob	166	멧돼지	294	0	4	300000	22500	30000	-60	1000	3000000	0	0	-
mob	167	이가닌자'병	271	0	4	2500000	187500	250000	-60	800	25000000	0	0	-
mob	168	이가닌자'화	277	0	4	2700000	202500	270000	-60	800	27000000	0	0	-
mob	169	이가닌자'마	278	0	4	2900000	217500	290000	-60	800	29000000	0	0	-
mob	170	이가닌자'영	279	0	4	3100000	232500	310000	-60	800	31000000	0	0	-
mob	171	이가닌자'수	275	0	4	3300000	247500	330000	-60	800	33000000	0	0	-
mob	172	신로	260	0	4	300000	22500	30000	-60	800	3000000	0	0	-
mob	173	마옥	261	0	4	540000	40500	54000	-60	800	5400000	0	0	-
mob	174	야문	266	0	4	900000	67500	90000	-60	800	9000000	0	0	-
mob	175	선월	275	0	4	3500000	262500	350000	-60	800	35000000	0	0	-
mob	176	기보	272	0	4	3700000	277500	370000	-60	800	37000000	0	0	-
mob	177	이광	273	0	4	7800000	292500	390000	-60	800	39000000	0	0	-
mob	178	합연	298	0	4	8200000	307500	410000	-60	800	41000000	0	0	-
mob	179	백발귀	284	0	4	4200000	315000	420000	-60	800	42000000	0	0	-
mob	180	적두귀	284	8	4	4300000	322500	430000	-60	800	43000000	0	0	-
mob	181	녹두귀	284	19	4	4400000	330000	440000	-60	800	44000000	0	0	-
mob	182	사두귀	284	20	4	4500000	337500	450000	-60	800	45000000	0	0	-
mob	183	청발귀	284	22	4	4600000	345000	460000	-60	800	46000000	0	0	-
mob	184	흑발귀	284	28	4	4700000	352500	470000	-60	800	47000000	0	0	-
mob	185	백향	295	0	4	48000000	360000	480000	-60	800	48000000	0	0	-
mob	186	시오	221	0	4	4900000	367500	490000	-60	800	49000000	0	0	-
mob	187	주오	221	28	4	5000000	375000	500000	-60	800	50000000	0	0	-
mob	188	맹오	225	0	4	5100000	382500	510000	-60	800	51000000	0	0	-
mob	189	달오	225	28	4	5200000	390000	520000	-60	800	52000000	0	0	-
mob	190	문위	222	0	4	53000000	397500	530000	-60	800	53000000	0	0	-
mob	191	문려	222	28	4	5400000	405000	540000	-60	800	54000000	0	0	-
mob	192	주마관	290	0	4	5500000	412500	550000	-60	800	55000000	0	0	-
mob	193	구마관	290	10	4	5600000	420000	560000	-60	800	56000000	0	0	-
mob	194	바주겐	291	2	4	5700000	427500	570000	-60	800	57000000	0	0	-
mob	195	나주겐	291	21	4	5800000	435000	580000	-60	800	58000000	0	0	-
mob	196	헨주겐	291	14	4	5900000	442500	590000	-60	800	59000000	0	0	-
mob	197	욘주겐	291	3	4	6000000	450000	600000	-60	800	60000000	0	0	-
mob	198	하주겐	291	22	4	6100000	457500	610000	-60	800	61000000	0	0	-
mob	199	에주겐	291	0	4	6200000	465000	620000	-60	800	62000000	0	0	-
mob	200	코가닌자'식	265	0	4	6300000	472500	630000	-60	800	63000000	0	0	-
mob	201	코가닌자'향	265	2	4	64000000	480000	640000	-60	800	64000000	0	0	-
mob	202	파선녀	281	0	4	6500000	487500	650000	-60	800	65000000	0	0	-
mob	203	단선녀	281	4	4	6550000	491250	655000	-60	800	65500000	0	0	-
mob	204	하선녀	281	31	4	6600000	495000	660000	-60	800	66000000	0	0	-
mob	205	견귀	282	0	4	6650000	498750	665000	-60	800	66500000	0	0	-
mob	206	견인귀	282	11	4	6700000	502500	670000	-60	800	67000000	0	0	-
mob	207	견원귀	282	29	4	6750000	506250	675000	-60	800	67500000	0	0	-
mob	208	무면귀	283	0	4	68000000	510000	680000	-60	800	68000000	0	0	-
mob	209	파연	224	0	4	6850000	513750	685000	-60	800	68500000	0	0	-
mob	210	파성	224	2	4	6900000	517500	690000	-60	800	69000000	0	0	-
mob	211	파단	224	4	4	6950000	521250	695000	-60	800	69500000	0	0	-
mob	212	파염	224	18	4	7000000	525000	700000	-60	800	70000000	0	0	-
mob	213	월연	223	0	4	7050000	528750	705000	-60	800	70500000	0	0	-
mob	214	월지	223	2	4	7100000	532500	710000	-60	800	71000000	0	0	-
mob	215	월선	223	4	4	7150000	536250	715000	-60	800	71500000	0	0	-
mob	216	월정	223	16	4	7200000	540000	720000	-60	800	72000000	0	0	-
mob	217	노정공	299	0	4	7250000	543750	725000	-60	800	72500000	0	0	-
mob	218	노정비	299	13	4	7300000	547500	730000	-60	800	73000000	0	0	-
mob	219	코가닌자'체	264	13	4	73100000	548250	731000	-60	800	73100000	0	0	-
mob	220	코가닌자'기	263	13	4	73200000	549000	732000	-60	800	73200000	0	0	-
mob	221	코가닌자'약	262	13	4	73300000	549750	733000	-60	800	73300000	0	0	-
mob	222	병사의망령	267	0	4	73400000	550500	734000	-60	800	73400000	0	0	-
mob	223	무사의망령	267	31	4	73500000	551250	735000	-60	800	73500000	0	0	-
mob	224	대장군의망령	267	18	4	73600000	552000	736000	-60	800	73600000	0	0	-
mob	225	유성지	255	0	4	74000000	555000	740000	-80	800	74000000	0	0	-
mob	226	해골왕	315	0	4	78000000	585000	780000	-80	800	78000000	0	0	-
mob	227	파괴왕	297	0	4	80000000	600000	800000	-80	800	80000000	0	0	-
mob	228	녹묘	450	0	4	4910000	368250	491000	-60	1000	49100000	0	0	-
mob	229	흑묘	450	10	4	4920000	369000	492000	-60	1000	49200000	0	0	-
mob	230	청묘	450	17	4	4930000	369750	493000	-60	1000	49300000	0	0	-
mob	231	적묘	450	31	4	4940000	370500	494000	-60	1000	49400000	0	0	-
mob	232	문백야묘	451	11	4	4950000	371250	495000	-60	1000	49500000	0	0	-
mob	233	표황야묘	451	12	4	4960000	372000	496000	-60	1000	49600000	0	0	-
mob	234	흑대묘	452	10	4	4960000	372750	497000	-60	1000	49700000	0	0	-
mob	235	녹대묘	452	1	4	4960000	373500	498000	-60	1000	49800000	0	0	-
mob	236	적대묘	452	31	4	4960000	374250	499000	-60	1000	49900000	0	0	-
mob	237	인묘	453	0	4	50000000	375000	500000	-60	1000	50000000	0	0	-
mob	238	녹코뿔소	458	0	4	4970000	372750	497000	-60	1000	49700000	0	0	-
mob	239	흑코뿔소	458	10	4	4980000	373500	498000	-60	1000	49800000	0	0	-
mob	240	백코뿔소	458	11	4	4990000	374250	499000	-60	1000	49900000	0	0	-
mob	241	황선코뿔소	459	13	4	5000000	375000	500000	-60	1000	50000000	0	0	-
mob	242	녹선코뿔소	459	15	4	5010000	375750	501000	-60	1000	50100000	0	0	-
mob	243	코뿔소제독	460	0	4	5020000	376500	502000	-60	1000	50200000	0	0	-
mob	244	코뿔소대왕	461	0	4	50300000	377250	503000	-60	1000	50300000	0	0	-
mob	245	흑악어	454	10	4	5040000	378000	504000	-60	1000	50400000	0	0	-
mob	246	진갈악어	454	12	4	5050000	378750	505000	-60	1000	50500000	0	0	-
mob	247	녹악어	454	0	4	5060000	379500	506000	-60	1000	50600000	0	0	-
mob	248	진녹악어	455	14	4	5070000	380250	507000	-60	1000	50700000	0	0	-
mob	249	진회악어	455	23	4	5080000	381000	508000	-60	1000	50800000	0	0	-
mob	250	진적악어	455	31	4	5090000	381750	509000	-60	1000	50900000	0	0	-
mob	251	중간왕악어	456	0	4	5100000	382500	510000	-60	1000	51000000	0	0	-
mob	252	악어대왕	457	0	4	51100000	383250	511000	-60	1000	51100000	0	0	-
mob	253	흑살쾡이	462	10	4	5120000	384000	512000	-60	1000	51200000	0	0	-
mob	254	적살쾡이	462	31	4	5120000	384750	513000	-60	1000	51300000	0	0	-
mob	255	녹살쾡이	462	0	4	5120000	385500	514000	-60	1000	51400000	0	0	-
mob	256	표청살쾡이	463	2	4	5120000	386250	515000	-60	1000	51500000	0	0	-
mob	257	표황살쾡이	463	5	4	5120000	387000	516000	-60	1000	51600000	0	0	-
mob	258	표갈살쾡이	463	4	4	5120000	387750	517000	-60	1000	51700000	0	0	-
mob	259	살쾡이	464	0	4	5180000	388500	518000	-60	1000	51800000	0	0	-
mob	260	살쾡이왕	465	0	4	51900000	389250	519000	-60	1000	51900000	0	0	-
mob	261	진흙괴수	735	0	4	5200000	390000	520000	-60	1000	52000000	0	0	-
mob	262	진흙뱀	618	8	4	5250000	393750	525000	-60	1000	52500000	0	0	-
mob	263	심연의해골	592	0	4	5500000	412500	550000	-60	1000	55000000	0	0	-
mob	264	심연의궁수	246	5	4	5600000	420000	560000	-60	1000	56000000	0	0	-
mob	265	심연의법사	239	24	4	5700000	427500	570000	-60	1000	57000000	0	0	-
mob	266	심연의어둠	521	0	4	58000000	435000	580000	-60	1000	58000000	0	0	-
mob	267	부동명왕수련승	507	0	4	5100000	382500	510000	-60	1000	51000000	0	0	-
mob	268	부동명왕	506	0	4	5200000	390000	520000	-60	1000	52000000	0	0	-
mob	269	화운동자	512	0	4	5300000	397500	530000	-60	1000	53000000	0	0	-
mob	270	운도사	510	0	4	5400000	405000	540000	-60	1000	54000000	0	0	-
mob	271	암수	509	0	4	5500000	412500	550000	-60	1000	55000000	0	0	-
mob	272	단	505	0	4	5600000	420000	560000	-60	1000	56000000	0	0	-
mob	273	학도사	511	0	4	5700000	427500	570000	-60	1000	57000000	0	0	-
mob	274	아권도사	508	0	4	5800000	435000	580000	-60	1000	58000000	0	0	-
mob	275	소호	500	0	4	100000000	750000	1000000	-80	1000	1	0	0	-
mob	276	전욱	503	0	4	110000000	825000	1100000	-80	1000	1	0	0	-
mob	277	제곡	504	0	4	120000000	900000	1200000	-80	1000	1	0	0	-
mob	278	요제	502	0	4	130000000	975000	1300000	-80	1000	1	0	0	-
mob	279	순제	501	0	4	140000000	1050000	1400000	-80	1000	1	0	0	-
mob	280	반고	499	0	4	200000000	1500000	2500000	-80	1000	1	0	0	-
mob	281	장안성고양인어	417	0	4	5190000	389250	519000	-60	1000	51900000	0	0	-
mob	282	장안성이쁘니인어	418	0	4	5200000	390000	520000	-60	1000	52000000	0	0	-
mob	283	장안성여왕인어	419	0	4	52100000	390750	521000	-60	1000	52100000	0	0	-
mob	284	원혼귀	111	0	4	6000000	500000	600000	-90	1000	70000000	0	0	-
mob	285	적혼귀	168	31	4	6100000	510000	610000	-90	1000	71000000	0	0	-
mob	286	지박귀	326	2	4	6200000	520000	620000	-90	1000	72000000	0	0	-
mob	287	천귀원령	473	2	4	63000000	530000	630000	-99	1000	73000000	0	0	-
mob	288	흉노평민	482	0	4	6500000	550000	650000	-90	1000	75000000	0	0	-
mob	289	흉노전사	483	0	4	6700000	570000	670000	-90	1000	77000000	0	0	-
mob	290	흉노무사	484	0	4	6900000	590000	690000	-90	1000	79000000	0	0	-
mob	291	선우	485	0	4	7000000	600000	700000	-99	1000	80000000	0	0	-
mob	292	선중	485	2	4	7000000	600000	700000	-99	1000	80000000	0	0	-
mob	293	선백	485	7	4	7000000	600000	700000	-99	1000	80000000	0	0	-
mob	294	선궁	485	4	4	7000000	600000	700000	-99	1000	80000000	0	0	-
mob	295	선계	485	6	4	7000000	600000	700000	-99	1000	80000000	0	0	-
mob	296	복순이	408	0	4	7000000	600000	700000	-90	1000	80000000	0	0	-
mob	297	복수리	409	0	4	7100000	610000	710000	-90	1000	81000000	0	0	-
mob	298	복홍	409	31	4	7200000	620000	720000	-90	1000	82000000	0	0	-
mob	299	복어장군	410	0	4	73000000	630000	730000	-99	800	83000000	0	0	-
mob	300	게력사	399	0	4	7300000	630000	730000	-90	1000	83000000	0	0	-
mob	301	새끼게	400	0	4	7400000	640000	740000	-90	1000	84000000	0	0	-
mob	302	사산게	399	1	4	7500000	650000	750000	-90	1000	85000000	0	0	-
mob	303	파산게	399	2	4	7600000	660000	760000	-90	1000	86000000	0	0	-
mob	304	게장군	401	0	4	77000000	670000	770000	-99	1000	87000000	0	0	-
mob	305	세발문어	406	0	4	7750000	675000	775000	-90	1000	87500000	0	0	-
mob	306	대발문어	405	0	4	7800000	680000	780000	-90	1000	88000000	0	0	-
mob	307	장간문어	405	2	4	7850000	685000	785000	-90	1000	88500000	0	0	-
mob	308	문어장군	407	0	4	79000000	690000	790000	-99	1000	89000000	0	0	-
mob	309	쥐방울해마	421	0	4	7950000	695000	795000	-90	1000	89500000	0	0	-
mob	310	해마병사	420	0	4	8000000	700000	800000	-90	1000	90000000	0	0	-
mob	311	꼬리해마	421	2	4	8050000	705000	805000	-90	1000	90500000	0	0	-
mob	312	해마장군	422	0	4	81000000	710000	810000	-99	1000	91000000	0	0	-
mob	313	고양이인어	417	0	4	8150000	715000	815000	-90	1000	91500000	0	0	-
mob	314	이쁘니인어	418	0	4	8200000	720000	820000	-90	1000	92000000	0	0	-
mob	315	인어장군	419	0	4	82500000	725000	825000	-99	1000	92500000	0	0	-
mob	316	외칼이상어	412	0	4	8300000	730000	830000	-90	1000	93000000	0	0	-
mob	317	쌍칼상어	411	0	4	8350000	735000	835000	-90	1000	93500000	0	0	-
mob	318	상어장군	413	0	4	84000000	740000	840000	-99	1000	94000000	0	0	-
mob	319	해파리부하	424	0	4	8450000	745000	845000	-90	1000	94500000	0	0	-
mob	320	해파리수하	423	0	4	8500000	750000	850000	-90	1000	95000000	0	0	-
mob	321	해파리장군	425	0	4	85500000	755000	855000	-99	1000	95500000	0	0	-
mob	322	날수괴	444	0	4	8600000	760000	860000	-90	1000	96000000	0	0	-
mob	323	청의태자	404	0	4	86500000	15300000	17300000	-99	1000	96500000	0	0	-
mob	324	상어장수	413	0	4	84000000	740000	840000	-99	1000	94000000	0	0	-
mob	325	인화늑대인간	260	0	4	7350000	653750	735000	-60	800	73500000	0	0	-
mob	326	수화늑대인간	292	0	4	4000000	667500	740000	-60	800	74000000	0	0	-
mob	327	만월늑대인간	292	26	4	7450000	673750	745000	-60	800	74500000	0	0	-
