mission_id	3	quest_id	m_clear	desc
0800400303407	3	08004003034	l/12Animals_sheep	미랑에게 선물 전달.
0800400303408	3	08004003034	l/12Animals_monkey	신랑에게 선물 전달.
0800400303409	3	08004003034	l/12Animals_chicken	유랑에게 선물 전달.
0800400303410	3	08004003034	l/12Animals_dog	술랑에게 선물 전달.
0800400303411	3	08004003034	l/12Animals_pig	해랑에게 선물 전달.
0900010100100	3	09000101001	i/정화의비서	0
0900010100200	3	09000101002	l/Clsh/e	숯의정화
0900360100100	3	09003601001	l/Rabbit2/0/1	토끼의간1
0900360100200	3	09003601002	l/Rabbit3/0/1	토끼의간2
0900360200001	3	09003602000	i/게집게	0
0900360200002	3	09003602000	i/게등껍질	0
0900360200003	3	09003602000	i/문어다리	0
0900360200004	3	09003602000	i/해마꼬리	0
0900400100100	3	09004001001	k/복홍	0
0900400100200	3	09004001002	k/복어장군	0
0900400100300	3	09004001003	l/Bok/e	태자전음문서 찾기
0900400100400	3	09004001004	k/게장군	0
0900400100500	3	09004001005	k/문어장군	0
0900400100600	3	09004001006	k/해마장군	0
0900400100700	3	09004001007	k/해마병사	0
0900400100800	3	09004001008	i/내통문서	0
0900400100900	3	09004001009	i/번역된내통문서	0
0900400101000	3	09004001010	k/상어장군	0
0900990100101	3	09009901001	i/산삼	0
0900990100102	3	09009901001	i/게집게	0
0900990100103	3	09009901001	i/게등껍질	0
0900990100104	3	09009901001	i/문어다리	0
0900990100105	3	09009901001	i/해마꼬리	0
0900990100200	3	09009901002	l/SaSpear/4	용궁의정기
0900990100300	3	09009901003	l/SaSpear/11	무두에게 전달
0900990100400	3	09009901004	i/상어의핵	0
0900990100401	3	09009901004	i/불의수정	0
0900990201300	3	09009902011	k/해파리장군	0
0900990201100	3	09009902012	i/여의주	0
0900990201200	3	09009902013	k/청의태자	0
0900990300100	3	09009903001	i/뇌진도	0
0900990300200	3	09009903002	l/YongDone/5	용궁의보물
0900990300300	3	09009903003	i/수정/0/>2	0
0900990300301	3	09009903003	i/크리스탈/0/>2	0
1200010100100	3	12000101001	l/houseevil01/2	부적사용
1200010100200	3	12000101002	l/houseevil01/3	마타에게 부적을 받자
1200010100300	3	12000101003	l/houseevilend	부적사용
1200500000101	3	12005000001	i/일본해안가모래/>9	0
1200500000102	3	12005000001	i/무명천/>1	0
1200500000200	3	12005000002	i/수리검/>2	0
1200500000300	3	12005000003	i/집중력향상제	0
1200500000401	3	12005000004	i/분신술법서표지	0
1200500000402	3	12005000004	i/분신술법서내용	0
1200500000500	3	12005000005	i/백향의해독제	0
1200500000601	3	12005000006	i/백색독/>9	0
1200500000602	3	12005000006	i/녹색독/>9	0
1200500000603	3	12005000006	i/청색독/>9	0
1200500000604	3	12005000006	i/적색독/>9	0
1200500000605	3	12005000006	i/흑색독/>9	0
1200500000606	3	12005000006	i/황색독/>9	0
1201000100100	3	12010001001	l/pyohistory01	표신궁 역사가에게 퀘스트를 받는다.
1201000100200	3	12010001002	k/동장군의원령	0
1201000100300	3	12010001003	k/서장군의원령	0
1201000100400	3	12010001004	k/남장군의원령	0
1201000100500	3	12010001005	k/중앙장군의원령	0
1201000100600	3	12010001006	l/pyohistory07	닌자의 방을 조사해라.
1201000100700	3	12010001007	l/pyohistory08	대장군의일기와 대장군의일기겉표지를 조합한다.
1201000100800	3	12010001008	l/pyohistory09	5개를 조합하면 금강석을 만들수 있다.
1300900000200	3	13009000002	i/대나무가지	0
1300900000300	3	13009000003	i/구미호꼬리	0
1300900000401	3	13009000004	i/쇠가루/>4	0
1300900000402	3	13009000004	i/쇠조각/>1	0
1300900000500	3	13009000005	i/나무막대/>4	0
1300900000600	3	13009000006	0	족장을 다시 찾아라.
1300990000201	3	13009900002	i/만지초	0
1300990000300	3	13009900003	0	무가족어머니에게 치료약을 전해드리자.
1300990100200	3	13009901002	0	백현목,자현목,노송의가지,천년묵은가지 중 한가지 구해오기.
1400010100000	3	14000101000	l/chinaringend	잃어버린 반지찾기
1400010200000	3	14000102000	l/chinamanli1	만리장성 수리 하자.
1400010300100	3	14000103001	l/chinabulnobulsa0	선비족장을 찾아라.
1400010300200	3	14000103002	i/살쾡이왕가죽	0
1400010300300	3	14000103003	i/코뿔소대왕의뿔	0
1400010300400	3	14000103004	l/chinabulnobulsa3	동천좌상에게 영단을 전하자.
1400010400100	3	14000104001	l/chinasolim2	소림사의 승려를 만나자.
1400010400200	3	14000104002	l/chinasolim3	고구려비단을 구하자.
1400010400300	3	14000104003	l/chinasolim4	고구려 무사에게 비기 전수.
1400010600000	3	14000106000	i/악어의피/0/>2	0
1400010700100	3	14000107001	l/chinajinhwang1	북천좌상에게 진황보검에 대해 말하자.
1400010700200	3	14000107002	i/천상복숭아	0
1400010700300	3	14000107003	l/chinajinhwang3	천상복숭아와 진랑검을 교환하자.
1400010700400	3	14000107004	l/chinajinhwang4	영환도사를 만나자.
1400010700500	3	14000107005	i/강시손톱/0/>99	0
1400010700600	3	14000107006	k/만년원귀	0
1400010700601	3	14000107006	i/만년원기의손톱	0
1400010700700	3	14000107007	l/chinajinhwang8	진랑검과 혈황검을 북천좌상에게 전하자.
1400010900100	3	14000109001	l/chinahwagi0	장안성의 푸줏산 사내를 만나자.
1400010900200	3	14000109002	i/인삼	0
1400010900201	3	14000109002	i/동충하초	0
1400010900301	3	14000109003	i/비둘기고기	0
1400010900302	3	14000109003	i/인삼	0
1400010900303	3	14000109003	i/동충하초	0
1400010900304	3	14000109003	i/구기자	0
1400010900400	3	14000109004	l/chinahwagi3	화기삼동충초돈유합만들기.
1400010900500	3	14000109005	l/chinahwagi4	화기삼동충초돈유합 전달.
1400011000100	3	14000110001	i/후의뼈/0/>499	0
1400011000200	3	14000110002	i/마계천신의뼈	0
1500010100000	3	15000101000	l/ancient	고대유물 연구가를 도와주자.
1500010200100	3	15000102001	i/항마부적	0
1500010200101	3	15000102001	i/육각수	0
1500010200102	3	15000102001	i/투명항아리	0
1500010200200	3	15000102002	l/ghostbongin2	원혼의집의 천년원혼을 봉마병에 가두자.
1500010200300	3	15000102003	l/ghostbonginend	귀신을 가둔 봉마병을 마타에게 전하자.
1500010300100	3	15000103001	i/연청산소의뿔/0/>49	0
1500010300200	3	15000103002	i/백산소의뿔/0/>49	0
1500010300300	3	15000103003	i/황산소의뿔/0/>49	0
1500010300400	3	15000103004	i/청산소괴의뿔/0/>29	0
1500010300500	3	15000103005	i/적산소괴의뿔/0/>29	0
1500010300600	3	15000103006	i/녹산소괴의뿔/0/>29	0
1500010300700	3	15000103007	k/산소괴왕	0
1500010400100	3	15000104001	l/samjunsin2	보약의 달인을 만나자.
1500010400200	3	15000104002	i/감초	0
1500010400201	3	15000104002	i/녹용	0
1500010400202	3	15000104002	i/국광	0
1500010400300	3	15000104003	l/samjunsinend	삼전보신탕 전하기.
1500010500100	3	15000105001	l/zinamchim1	지남침의장인을 만나자.
1500010500200	3	15000105002	i/무수후슈뿔/0/>9	0
1500010500201	3	15000105002	i/자철석	0
1500010500300	3	15000105003	l/zinamchim3	지남침을 만들자.
1500010500400	3	15000105004	l/zinamchimend	지남침을 선원에게 전달하자.
1500010600100	3	15000106001	i/뱀고기/0/>99	0
1500010600101	3	15000106001	i/좋은뱀고기/0/>4	0
1500010600200	3	15000106002	i/기린의피	0
1500010600201	3	15000106002	i/청심초/0/>4	0
1500010600300	3	15000106003	l/snakesul3	청심사주를 천선도사에게 전달하자.
1500010700000	3	15000107000	l/jangnangamend	잃어버린 태자의 장난감을 찾자.
1500010800100	3	15000108001	l/pama2	마타제자의 의뢰
1500010800200	3	15000108002	i/꿀사탕	0
1500010800300	3	15000108003	l/pama4	꿀사탕과 피리교환
1500010800400	3	15000108004	l/pamaend	마타제자에게 피리를 전하자.
1500010900100	3	15000109001	l/hwang01	황비연을 찾아 상해로 가자.
1500010900200	3	15000109002	l/hwang03	도재영에게 노비문서를 전달하자.
1500010900300	3	15000109003	l/hwang04	상해주민에게 보패를 전달하자.
1500010900400	3	15000109004	l/hwangend	황비연의 머리띠를 장안성장군에게 전하자.
1600010100100	3	16000101001	i/약초잎사귀/0/>4	0
1600010100101	3	16000101001	i/약초가지	0
1600010100200	3	16000101002	l/d100th3	도재영에게 약초를 전해주자.
1600010200100	3	16000102001	i/인어의방울	0
1600010200200	3	16000102002	i/인어의거울	0
1600010200300	3	16000102003	l/d200thend	도성연에게 인어의 보물을 전하자.
1600010300000	3	16000103000	i/만리향씨앗	0
1600010400000	3	16000104000	i/도삭산코뿔소발톱	0
1600010400001	3	16000104000	i/도삭산코뿔소이빨	0
1600010400002	3	16000104000	i/도삭산코뿔소뿔	0
1600010500000	3	16000105000	i/도삭산살쾡이가죽/0/>299	0
1600010500001	3	16000105000	i/도삭산악어비늘/0/>199	0
1600010600000	3	16000106000	l/d600thdone	도삭산문비도둑을 잡아 어머니의호롱불을 구하자.
1600010700000	3	16000107000	i/나무가면	0
1600010800100	3	16000108001	l/d800th02	산신의보물지도를 찾자.
1600010800200	3	16000108002	l/d800thextra	보물지도로 산신의비단을 얻자.
1600010800300	3	16000108003	l/d800th03	산신의바늘을 찾자.
1600010800400	3	16000108004	l/d800th04	산신의옷 만들기.
1600010900100	3	16000109001	l/d900th02	황금문서를 모아 산신의책을 만들자
1600010900200	3	16000109002	l/d900th03	도삭산신선을 만나자.
1700000100001	3	17000001000	i/문신깍지	0
1700000100002	3	17000001000	i/향료	0
1700000100003	3	17000001000	i/기름	0
1700000200001	3	17000002000	i/문신반지	0
1700000200002	3	17000002000	i/향료	0
1700000200003	3	17000002000	i/기름	0
1700000300001	3	17000003000	i/문신방패	0
1700000300002	3	17000003000	i/향료	0
1700000300003	3	17000003000	i/기름	0
1700000400001	3	17000004000	i/문신선류	0
1700000400002	3	17000004000	i/향료	0
1700000400003	3	17000004000	i/기름	0
1700000500001	3	17000005000	i/문신장갑	0
1700000500002	3	17000005000	i/향료	0
1700000500003	3	17000005000	i/기름	0
1700000600001	3	17000006000	i/문신투구	0
1700000600002	3	17000006000	i/향료	0
1700000600003	3	17000006000	i/기름	0
1700000700001	3	17000007000	i/문신팔찌	0
1700000700002	3	17000007000	i/향료	0
1700000700003	3	17000007000	i/기름	0
1700000800100	3	17000008001	l/captainstart	전설에 나오는 난파선의 선장을 찾는다.
1700000800201	3	17000008002	i/선장의일기1	0
1700000800202	3	17000008002	i/선장의일기2	0
1700000800203	3	17000008002	i/선장의일기3	0
1700000800204	3	17000008002	i/선장의일기4	0
1700000800205	3	17000008002	i/선장의일기5	0
1700000800206	3	17000008002	i/선장의일기6	0
1700000800207	3	17000008002	i/선장의일기7	0
1700000800208	3	17000008002	i/선장의일기8	0
1700000800209	3	17000008002	i/선장의일기9	0
1700000800210	3	17000008002	i/선장의일기겉표지	0
1700000900101	3	17000009001	i/거미의이빨/0/>99	0
1700000900102	3	17000009001	i/늑대의송곳니/0/>99	0
1700000900103	3	17000009001	i/향료	0
1700000900200	3	17000009002	l/heropresent	영웅의무기,작은영웅상,정령의결정,토템5개를 조합한다.
1700001000101	3	17000010001	i/바람의토템	0
1700001000102	3	17000010001	i/대지의토템	0
1700001000103	3	17000010001	i/화염의토템	0
1700001000104	3	17000010001	i/번개의토템	0
1700001000200	3	17000010002	l/goddessdew	투명한 이슬을 모아 여신의이슬을 만든다.
1700001000301	3	17000010003	i/여신의이슬	0
1700001000302	3	17000010003	i/자연의인장	0
1700001000303	3	17000010003	i/화염의토템/0/>2	0
1700001000304	3	17000010003	i/번개의토템/0/>2	0
1700001000305	3	17000010003	i/대지의토템/0/>2	0
1700001000306	3	17000010003	i/바람의토템/0/>2	0
1700001100100	3	17000011001	l/travel02/=1	고균도 선착장에 있는 행자를 만나야 한다.
1700001100200	3	17000011002	l/travel03/=1	국내성/부여성의 행자에게 돌아간다.
1700001100300	3	17000011003	l/travel04/=1	고균도 선착장에 있는 행자를 다시 만나야 한다.
1700001200000	3	17000012000	l/captaintotem/0/>14	토템 15개
1700001300000	3	17000013000	l/captaintotem/0/>9	토템 10개
1700001400000	3	17000014000	l/captaintotem/0/>4	토템 5개
1700200100101	3	17002001001	l/uwasa01	조염으로부터 이야기를 듣는다.
1700200100102	3	17002001001	l/uwasa02	조염으로부터 이야기를 하나 더 듣는다.
1700200100201	3	17002001002	l/mayproof01	두만에게 가서 이야기하고 단서를 얻는다.
1700200100202	3	17002001002	l/mayproof02	두만에게 가서 단서를 하나 더 얻는다.
1700200100300	3	17002001003	l/getproof01	조염에게서 증거를 얻는다.
1700200100400	3	17002001004	l/doldolinfo	마을의 돌돌이를 찾아가 정보를 부탁한다.
1700200100500	3	17002001005	l/mayproof03	통통대감에게서 단서를 얻는다.
1700200100600	3	17002001006	l/mayproof04	돌돌이에게서 정보를 얻는다.
1700200100700	3	17002001007	l/getproof02	진진에게서 확증을 얻는다.
1700200100800	3	17002001008	l/dolsuninfo	마을의 돌순이를 찾아가 정보를 부탁한다.
1700200100900	3	17002001009	l/mayproof05	돌순이에게서 정보를 얻는다.
1700200101000	3	17002001010	l/mayproof06	원주민정령사에게서 정보를 얻는다.
1700200101100	3	17002001011	l/getproof03	진진에게서 확증을 얻는다.
1700200101200	3	17002001012	l/caseclear	조염에게 가서 밀수선 체포 약속을 받는다.
1700200101300	3	17002001013	l/cooldetector	두만에게서 보상을 받는다.
1700200200000	3	17002002000	l/redsoil/>0	적심토를 찾아 돌려준다.
1700350100100	3	17003501001	l/makeps0	고균도에 있는 비밀NPC를 찾는다.
1700350100201	3	17003501002	i/상하막대	0
1700350100202	3	17003501002	i/좌우막대	0
1700350100203	3	17003501002	i/누름막대	0
1700350100204	3	17003501002	i/요술구슬	0
1700350100300	3	17003501003	l/ps2001	돌돌이에게 요술놀이구슬을 가져다준다.
1700350100400	3	17003501004	l/ps2001	쓸모 없어진 요술놀이구슬은 팔아버린다.
